,Empid,projectName,projectType,Tech_stack,startDate,endDate,role,Status
1704,Emp_426,NexGen Mobile Scheduler,Task Management Tool,"['Collaboration', 'CI/CD', 'JavaScript', 'MySQL']",2009-12-14,2024-04-22,Technical Architect,Approved
1705,Emp_426,TechNova Backup Solution,Event Management Software,"['Ruby', 'Machine Learning', 'Cybersecurity', 'Behavior-Driven Development']",1973-05-17,2024-05-04,Database Administrator,Approved
1706,Emp_426,QuickTech Remote Support,Inventory Control System,"['Technical Writing', 'Cybersecurity', 'Wireframing', 'Prototyping']",1975-06-25,2024-05-02,Configuration Manager,Approved
1707,Emp_426,DataForge Dashboard Creator,Learning Management System,"['Business Analysis', 'Docker', 'Behavior-Driven Development', 'Continuous Deployment']",1996-10-23,2024-04-30,Technical Writer,Approved
1708,Emp_427,PixelPlex Crypto Trader,Asset Management System,"['Agile Methodologies', 'HTML', 'Python', 'Data Visualization']",1972-11-29,2024-04-24,Project Manager,Approved
1709,Emp_427,BlueFinity Evoke,E-commerce Platform,"['CI/CD', 'Azure', 'SQL', 'Test-Driven Development']",1996-02-16,2024-04-24,Automation Tester,Approved
1710,Emp_427,EchoTech Task Manager,Document Management System,"['SQL', 'Python', 'Continuous Integration', 'Scrum']",2002-11-15,2024-04-15,DevOps Engineer,Approved
1711,Emp_427,ByteBlitz Document Manager,Content Management System,"['Cryptography', 'Cybersecurity', 'PHP', 'GraphQL']",2009-04-30,2024-04-24,Release Manager,Approved
1712,Emp_428,TechSpark,Ticketing System,"['Data Science', 'Vue.js', 'Artificial Intelligence', 'Continuous Deployment']",2015-03-28,2024-05-04,Network Engineer,Approved
1713,Emp_428,EchoTech Task Manager,Inventory Control System,"['Collaboration', 'Objective-C', 'Node.js', 'PostgreSQL']",1979-09-25,2024-04-29,Database Administrator,Approved
1714,Emp_428,CatalystCommerce,Task Management Tool,"['Agile Methodologies', 'Behavior-Driven Development', 'Vue.js', 'RESTful API']",1996-07-10,2024-04-07,Database Administrator,Approved
1715,Emp_428,VortexVision Virtual Assistant,Help Desk Software,"['C#', 'Kubernetes', 'User Stories', 'Docker']",1987-11-24,2024-04-24,Technical Architect,Approved
1716,Emp_429,InnovatePro,Document Management System,"['Penetration Testing', 'Responsive Design', 'Cryptography', 'Flask']",2000-10-26,2024-05-05,Technical Architect,Approved
1717,Emp_429,AgileTech,Backup Solution,"['Swift', 'Cryptography', 'Kotlin', 'Azure']",1988-02-23,2024-04-29,Performance Engineer,Approved
1718,Emp_429,FusionSoft Email Client,Budget Planner,"['NoSQL', 'React', 'Accessibility', 'Angular']",2000-07-02,2024-04-27,Release Manager,Approved
1719,Emp_429,DataForge Dashboard Creator,Booking System,"['User Stories', 'Continuous Integration', 'Angular', 'JavaScript']",2012-04-29,2024-05-01,Technical Architect,Approved
1720,Emp_430,PixelWare,Mobile App,"['Kotlin', 'Cybersecurity', 'AWS', 'Containerization']",2005-12-20,2024-04-17,Automation Tester,Approved
1721,Emp_430,MetaMind Chatbot Builder,Sales Forecasting Software,"['User Research', 'SQL', 'Product Management', 'Django']",1997-03-09,2024-04-07,Developer,Approved
1722,Emp_430,Streamline Solutions CRM,Sales Forecasting Software,"['Troubleshooting', 'Data Analysis', 'Artificial Intelligence', 'Continuous Integration']",1985-10-28,2024-04-09,Product Manager,Approved
1723,Emp_430,FusionSoft Email Client,Crypto Trader,"['Cryptography', 'User Stories', 'Statistical Analysis', 'Java']",2012-05-14,2024-04-09,Project Manager,Approved
1724,Emp_431,SwiftCode,Online Marketplace,"['Kubernetes', 'RESTful API', 'Cybersecurity', 'Scrum']",1995-10-31,2024-04-08,Release Manager,Approved
1725,Emp_431,BlueFinity Evoke,Desktop Software,"['Documentation', 'Google Cloud Platform', 'Collaboration', 'Network Security']",2020-09-29,2024-04-30,Machine Learning Engineer,Approved
1726,Emp_431,DataSync,Survey Software,"['Kubernetes', 'GraphQL', 'SQL', 'CI/CD']",1990-12-06,2024-04-22,UI/UX Designer,Approved
1727,Emp_431,EchoTech Task Manager,Document Management System,"['GraphQL', 'Microservices', 'Vue.js', 'Agile Methodologies']",2010-06-14,2024-04-23,Business Analyst,Approved
1728,Emp_432,CyberCode Online Store,E-commerce Platform,"['Machine Learning', 'Support', 'User Stories', 'Network Security']",2020-01-25,2024-04-11,IT Support Specialist,Approved
1729,Emp_432,DataSync,Payment Gateway,"['HTML', 'Accessibility', 'Cybersecurity', 'JavaScript']",1976-01-02,2024-04-21,Data Scientist,Approved
1730,Emp_432,AgileTech,Content Management System,"['AWS', 'Git', 'Documentation', 'PostgreSQL']",1977-03-01,2024-04-16,Technical Architect,Approved
1731,Emp_432,NexGen Mobile Scheduler,Email Client,"['Java', 'CI/CD', 'User Research', 'Objective-C']",2005-02-18,2024-04-21,Technical Architect,Approved
1732,Emp_433,SwiftShift Time Tracker,Dashboard Creator,"['Troubleshooting', 'CI/CD', 'Data Science', 'Node.js']",1991-01-18,2024-04-15,Designer,Approved
1733,Emp_433,CatalystCommerce,Data Analyzer,"['Responsive Design', 'Information Security', 'JavaScript', 'Data Science']",1992-11-07,2024-04-22,Business Analyst,Approved
1734,Emp_433,DataLink Inventory Tracker,POS System,"['Continuous Integration', 'Kubernetes', 'SQL', 'CSS']",1986-08-16,2024-04-12,Cloud Solutions Architect,Approved
1735,Emp_433,NexGen Mobile Scheduler,Learning Management System,"['Interaction Design', 'NoSQL', 'Vue.js', 'Behavior-Driven Development']",2001-11-16,2024-04-17,Performance Engineer,Approved
1736,Emp_434,VortexVision Virtual Assistant,Content Management System,"['User Research', 'Product Management', 'JavaScript', 'Kotlin']",1991-06-06,2024-05-04,Data Scientist,Approved
1737,Emp_434,SwiftWave,Document Management System,"['Documentation', 'CI/CD', 'Cryptography', 'Python']",2016-02-08,2024-04-09,Database Administrator,Approved
1738,Emp_434,InnovateSoft Budget Planner,Social Networking Platform,"['Continuous Deployment', 'Kotlin', 'Product Management', 'Prototyping']",2007-08-21,2024-05-04,DevOps Engineer,Approved
1739,Emp_434,DataForge Dashboard Creator,CRM System,"['Data Analysis', 'Statistical Analysis', 'UI/UX Design', 'CSS']",2011-08-28,2024-04-12,Database Administrator,Approved
1740,Emp_435,EchoTech Task Manager,Content Management System,"['Angular', 'Scrum', 'Continuous Deployment', 'Data Science']",1986-02-22,2024-05-02,Machine Learning Engineer,Approved
1741,Emp_435,DataCraft,Healthcare Management System,"['Prototyping', 'Angular', 'Azure', 'Penetration Testing']",1991-12-24,2024-04-23,UI/UX Designer,Approved
1742,Emp_435,TechSpark,Budget Planner,"['Google Cloud Platform', 'Troubleshooting', 'Responsive Design', 'Kotlin']",1991-09-16,2024-04-13,Automation Tester,Approved
1743,Emp_435,TechNova Backup Solution,Task Management Tool,"['Continuous Deployment', 'Data Visualization', 'MongoDB', 'Prototyping']",1974-07-22,2024-04-26,Cybersecurity Specialist,Approved
1744,Emp_436,CodeCraft Web Builder,Learning Management System,"['Scrum', 'Business Analysis', 'Collaboration', 'Objective-C']",1987-07-16,2024-05-05,Network Engineer,Approved
1745,Emp_436,AgileFlow,Educational Software,"['Node.js', 'AWS', 'MongoDB', 'Troubleshooting']",2016-08-02,2024-04-18,Product Manager,Approved
1746,Emp_436,AgileWare,Data Visualization Tool,"['React', 'NoSQL', 'Wireframing', 'Interaction Design']",2001-06-13,2024-05-03,Technical Writer,Approved
1747,Emp_436,QuickTech Remote Support,Task Management Tool,"['Scrum', 'Django', 'Responsive Design', 'Problem Solving']",2008-08-22,2024-04-24,Performance Engineer,Approved
1748,Emp_437,DataLink Inventory Tracker,Data Visualization Tool,"['Data Analysis', 'Interaction Design', 'MongoDB', 'Documentation']",2013-09-23,2024-04-14,Technical Writer,Approved
1749,Emp_437,AgileTech,Email Client,"['Ruby', 'Wireframing', 'HTML', 'Swift']",1979-09-18,2024-04-26,Data Scientist,Approved
1750,Emp_437,InnovaTech,Inventory Control System,"['Documentation', 'Node.js', 'HTML', 'Data Visualization']",1989-11-17,2024-04-09,DevOps Engineer,Approved
1751,Emp_437,SilverLinx POS System,Dashboard Creator,"['Machine Learning', 'Documentation', 'GraphQL', 'Continuous Integration']",1976-12-30,2024-05-03,Release Manager,Approved
1752,Emp_438,ByteForge,Data Analyzer,"['Requirements Analysis', 'Information Security', 'Support', 'Java']",1989-11-08,2024-04-11,Performance Engineer,Approved
1753,Emp_438,TechTrek Data Analyzer,Crypto Trader,"['RESTful API', 'Interaction Design', 'Collaboration', '.NET']",2023-08-06,2024-04-18,Project Manager,Approved
1754,Emp_438,DataLink Inventory Tracker,Warehouse Management System,"['Cryptography', 'Machine Learning', 'Problem Solving', 'Django']",1978-09-04,2024-04-18,Quality Assurance Engineer,Approved
1755,Emp_438,DataWave,Content Management System,"['Swift', 'Leadership', 'Django', 'Cryptography']",1992-12-08,2024-04-08,Project Manager,Approved
1756,Emp_439,CyberCode Online Store,Educational Software,"['Continuous Deployment', 'Business Analysis', 'Azure', 'Technical Writing']",1997-10-09,2024-04-16,IT Support Specialist,Approved
1757,Emp_439,Streamline Solutions CRM,Healthcare Management System,"['Angular', 'Support', 'React', 'Prototyping']",2016-06-27,2024-04-16,Business Analyst,Approved
1758,Emp_439,FusionSoft Email Client,Inventory Management System,"['Penetration Testing', 'React', 'Collaboration', 'SQL']",2014-09-23,2024-04-16,Artificial Intelligence Engineer,Approved
1759,Emp_439,CodeCraft,Mobile App,"['Azure', 'Behavior-Driven Development', 'Agile Product Management', 'Objective-C']",1987-05-27,2024-04-15,UI/UX Designer,Approved
1760,Emp_440,ByteForge,Healthcare Management System,"['C#', 'Statistical Analysis', 'Continuous Integration', 'MongoDB']",2008-05-12,2024-04-07,Technical Writer,Approved
1761,Emp_440,AgileWare,Chatbot,"['Objective-C', 'Containerization', 'React', 'Support']",1990-07-04,2024-04-29,Automation Tester,Approved
1762,Emp_440,AgileTech,Time Tracking Tool,"['Responsive Design', 'C#', 'Interaction Design', 'Problem Solving']",2020-01-13,2024-04-13,Technical Writer,Approved
1763,Emp_440,DataBridge,Human Resource Management System,"['Microservices', 'Collaboration', 'Troubleshooting', 'Scrum']",1974-01-26,2024-04-24,Data Scientist,Approved
1764,Emp_441,LogicLane Project Tracker,Chatbot,"['DevOps', 'Java', 'Responsive Design', 'Accessibility']",1972-02-03,2024-04-25,Artificial Intelligence Engineer,Approved
1765,Emp_441,DataWave,Customer Relationship Management,"['JavaScript', 'Wireframing', 'Azure', 'Collaboration']",2016-10-10,2024-05-02,Configuration Manager,Approved
1766,Emp_441,CyberTech,Learning Management System,"['Microservices', 'PostgreSQL', 'Java', 'Azure']",1985-07-13,2024-04-25,Data Scientist,Approved
1767,Emp_441,DataForge Dashboard Creator,Human Resource Management System,"['Test-Driven Development', 'Data Science', 'Network Security', 'Prototyping']",1977-11-26,2024-05-05,Artificial Intelligence Engineer,Approved
1768,Emp_442,TechSpark,Inventory Management System,"['DevOps', 'Containerization', 'Node.js', 'Cybersecurity']",1975-08-26,2024-05-04,Technical Writer,Approved
1769,Emp_442,SwiftCode,Survey Software,"['Technical Writing', 'Wireframing', 'Test-Driven Development', '.NET']",1985-08-12,2024-04-25,Release Manager,Approved
1770,Emp_442,InnovatePro,Accounting Software,"['Behavior-Driven Development', 'React', 'Cryptography', 'NoSQL']",1979-03-10,2024-04-11,Database Administrator,Approved
1771,Emp_442,PixelPlex Crypto Trader,Accounting Software,"['CSS', 'Documentation', 'Responsive Design', 'Statistical Analysis']",1995-05-16,2024-04-11,Automation Tester,Approved
1772,Emp_443,BlueFinity Evoke,Workflow Management Software,"['Technical Writing', 'Data Analysis', 'Documentation', 'Angular']",2011-03-12,2024-04-14,Cybersecurity Specialist,Approved
1773,Emp_443,EchoTech Task Manager,E-commerce Platform,"['GraphQL', 'AWS', 'Docker', 'Technical Writing']",2021-05-06,2024-04-28,Technical Writer,Approved
1774,Emp_443,SwiftWave,Dashboard Creator,"['Continuous Integration', 'Responsive Design', 'Machine Learning', 'Angular']",2006-08-27,2024-04-15,Cybersecurity Specialist,Approved
1775,Emp_443,DataWave,Educational Software,"['Swift', 'Statistical Analysis', 'Data Analysis', 'Docker']",2014-07-05,2024-04-12,Developer,Approved
1776,Emp_444,CyberLink,Asset Management System,"['Continuous Integration', 'Scrum', 'Swift', 'NoSQL']",2016-12-16,2024-04-21,Cybersecurity Specialist,Approved
1777,Emp_444,BlueFinity Evoke,Booking System,"['Agile Product Management', 'Information Security', 'DevOps', 'Flask']",1981-01-01,2024-04-30,Release Manager,Approved
1778,Emp_444,QuickTech Remote Support,Data Visualization Tool,"['Problem Solving', '.NET', 'Git', 'Azure']",1980-12-18,2024-05-03,Business Analyst,Approved
1779,Emp_444,ByteBoost,Task Management Tool,"['Technical Writing', 'Collaboration', 'CSS', 'Google Cloud Platform']",1983-11-08,2024-04-12,Product Manager,Approved
1780,Emp_445,TechSpark,Inventory Management System,"['Communication', 'Data Visualization', 'MySQL', 'Artificial Intelligence']",1998-08-21,2024-04-18,Product Manager,Approved
1781,Emp_445,DataSync,Remote Support Tool,"['Prototyping', 'UI/UX Design', 'PostgreSQL', 'Scrum']",2022-04-03,2024-04-17,Business Analyst,Approved
1782,Emp_445,DataPulse,E-commerce Platform,"['Cryptography', 'Wireframing', 'User Research', 'Git']",1997-08-20,2024-04-29,Network Engineer,Approved
1783,Emp_445,DataCraft,Remote Support Tool,"['Artificial Intelligence', 'User Research', 'Requirements Analysis', 'Azure']",2000-09-09,2024-04-22,Developer,Approved
1784,Emp_446,AgileWare,Learning Management System,"['Documentation', 'UI/UX Design', 'Vue.js', 'Leadership']",1981-12-21,2024-05-01,DevOps Engineer,Approved
1785,Emp_446,PixelPulse,CRM System,"['Node.js', 'Wireframing', 'Interaction Design', 'Documentation']",1978-08-11,2024-04-17,Performance Engineer,Approved
1786,Emp_446,TechSpark,Web Application,"['Leadership', 'Penetration Testing', 'HTML', 'Cryptography']",2000-11-17,2024-04-08,Configuration Manager,Approved
1787,Emp_446,ByteForge,POS System,"['Kotlin', 'Troubleshooting', 'MongoDB', 'React']",1986-10-10,2024-04-20,Cloud Solutions Architect,Approved
1788,Emp_447,PixelWare,Data Analyzer,"['Ruby', 'Django', 'JavaScript', 'Information Security']",1981-04-19,2024-04-16,Cloud Solutions Architect,Approved
1789,Emp_447,InnovaTech,Help Desk Software,"['Collaboration', 'MySQL', 'Agile Methodologies', 'Problem Solving']",2008-03-06,2024-04-09,IT Support Specialist,Approved
1790,Emp_447,DataSync,CRM System,"['React', 'Data Science', 'Responsive Design', 'Continuous Integration']",1976-06-15,2024-05-04,UI/UX Designer,Approved
1791,Emp_447,TechNova Backup Solution,Task Management Tool,"['Support', 'HTML', 'Test-Driven Development', 'Swift']",1994-08-31,2024-05-03,Data Scientist,Approved
1792,Emp_448,FusionSoft Email Client,Payment Gateway,"['PHP', 'Communication', 'JavaScript', 'Java']",2007-08-22,2024-04-16,Project Manager,Approved
1793,Emp_448,CyberLink,Customer Service Software,"['Prototyping', 'GraphQL', 'Responsive Design', 'Data Analysis']",2022-07-12,2024-04-20,IT Support Specialist,Approved
1794,Emp_448,LogicLane Project Tracker,Payment Gateway,"['Documentation', '.NET', 'Data Analysis', 'User Stories']",1977-04-22,2024-04-21,Developer,Approved
1795,Emp_448,EchoTech Task Manager,Event Management Software,"['Objective-C', 'UI/UX Design', 'JavaScript', 'Data Analysis']",1984-06-25,2024-04-27,Database Administrator,Approved
1796,Emp_449,ByteBoost,Survey Software,"['GraphQL', 'Test-Driven Development', 'SQL', 'Behavior-Driven Development']",2022-07-24,2024-04-09,Machine Learning Engineer,Approved
1797,Emp_449,InnovateSoft Budget Planner,E-commerce Platform,"['Troubleshooting', 'UI/UX Design', 'Kubernetes', 'Java']",2008-07-26,2024-04-25,Automation Tester,Approved
1798,Emp_449,PixelPlex Crypto Trader,Help Desk Software,"['Cryptography', 'User Stories', 'React', 'Accessibility']",1982-11-19,2024-04-16,DevOps Engineer,Approved
1799,Emp_449,TechNova Backup Solution,Warehouse Management System,"['Continuous Integration', 'PostgreSQL', 'MongoDB', 'Ruby']",1998-04-28,2024-05-02,Automation Tester,Approved
1800,Emp_450,SwiftWave,Asset Management System,"['.NET', 'Behavior-Driven Development', 'CSS', 'Google Cloud Platform']",1980-03-03,2024-04-19,Release Manager,Approved
1801,Emp_450,AgileWare,Learning Management System,"['Microservices', 'Azure', 'Machine Learning', 'Information Security']",2006-02-12,2024-04-19,Quality Assurance Engineer,Approved
1802,Emp_450,DataBridge,Time Tracking Tool,"['Continuous Deployment', 'Data Analysis', 'Penetration Testing', 'Collaboration']",2022-08-03,2024-04-20,DevOps Engineer,Approved
1803,Emp_450,EchoTech Task Manager,Fleet Management System,"['Swift', 'DevOps', 'Prototyping', 'Google Cloud Platform']",2017-03-18,2024-04-22,Network Engineer,Approved
1804,Emp_451,PixelPlex Crypto Trader,Document Management System,"['Scrum', 'UI/UX Design', 'C#', 'Data Science']",2003-12-04,2024-04-15,Performance Engineer,Approved
1805,Emp_451,CodeCraft,Desktop Software,"['Git', 'Data Science', 'Leadership', 'JavaScript']",1970-10-22,2024-04-13,Technical Architect,Approved
1806,Emp_451,TechSpark,Accounting Software,"['Wireframing', 'Django', 'Leadership', 'JavaScript']",2011-01-18,2024-05-02,Machine Learning Engineer,Approved
1807,Emp_451,AgileFlow,Sales Forecasting Software,"['Kubernetes', 'Ruby', 'MongoDB', 'Cryptography']",2019-01-22,2024-04-22,Network Engineer,Approved
1808,Emp_452,SwiftCode,Remote Support Tool,"['Ruby', 'Google Cloud Platform', 'Azure', 'RESTful API']",1986-05-21,2024-04-28,DevOps Engineer,Approved
1809,Emp_452,CyberCode Online Store,Data Analyzer,"['Agile Methodologies', 'Requirements Analysis', 'MySQL', 'Python']",1982-03-10,2024-05-04,Designer,Approved
